Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,26-100,1,,,0,0,0,,,0,0,,0,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,"I would 0t want to preclude myself from employment based on something that was irrelevant to my abilities to complete my job.  If potentially having a lot of doctor's appointments is the only drawback for my employer, they shouldn't weigh a0ther application as stronger based on that.",0,The same as above.  I would 0t want my application to be viewed in any poorer light compared to my peers.,1,0,4,0,,0,1,0,,,1,Attention Deficit Hyperactivity Disorder,1,,,24,Male,United States of America,Texas,United States of America,Texas,Other,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,,1,,N/A (0t currently aware),0ne did,0ne did,,,Some of them,"0, at 0ne of my previous employers",,,0ne of them,Maybe,It's personal to me and 0ne of their business.,0,Because of the perceptions I think they would have.,,,4,0,,0,0,0,,,0,,0,,,36,Female,Ireland,,Ireland,,Executive Leadership,Always
1,0,0,,,,,,,,,,,,,,0,1,0,,1,0,,1,Some did,"1, I was aware of all of them",0ne did,Some did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,Maybe,only if it impacts work,Maybe,only if it is impacting my work and I feel like and can trust the employer,,,5,0,,1,1,0,,,1,"Stress Response Syndromes|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,4,39,Female,Germany,,United Kingdom,,Designer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,1,,1-25%,0,,,,,,,,,,,,0,I would be worried it would be seen as a pity play or distraction from my qualifications.,0,"I would be worried it would be seen as a pity play, make me seem unlikeable/'crazy'/a liability rather than an asset.",1,,2,Maybe/0t sure,Maybe,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,4,27,Female,United States of America,Texas,United States of America,Texas,Back-end Developer,Sometimes
0,26-100,0,1,0,0,0,0,0,5,1,1,0,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),,0ne did,,"1, all of them","1, all of them","1, at all of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,"If I want the job, I should be at my full health, so. It's cultural thing here too.",0,same reason,1,1,3,"1, I observed",Maybe,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",0,,0,4,4,43,Male,Poland,,Poland,,Back-end Developer,Never
0,6-25,1,,1,0,0,,1,5,0,0,0,,,0,,,,,,,,1,"1, they all did",I was aware of some,Some did,Some did,"1, always",Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,Could impact the outcome of the interview.,0,Would alter the outcome of the interview.,1,0,1,/0t sure,0,0,0,0,,,0,,1,,,39,Male,United States of America,Minnesota,United States of America,Minnesota,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,1-25%,1,Some did,I was aware of some,0ne did,0ne did,,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,"would only bring it up, after the job offer -- and only asking for ergo0mic keyboard/chair and better monitor(s). 0 need to bring it up if they don't offer the job, right?",0,never. you have 0 background info about the person who is interviewing you and their understanding of mental health.,1,1,1,"1, I experienced",1,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,3,37,Female,Canada,,Canada,,Front-end Developer|Back-end Developer,Always
0,26-100,1,,1,1,0,0,1,2,0,0,1,1,0,0,,,,,,,,1,"1, they all did",I was aware of some,Some did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,1,Potentially affects my capabilities on the job.,1,Potentially affects my capabilities on the job.,,0,5,Maybe/0t sure,0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,34,Male,United States of America,Nebraska,United States of America,Nebraska,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,0,1,0,1,0,,1-25%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,"1, all of them",Maybe,,0,,1,1,4,"1, I observed",1,1,,0,,,0,,1,3,3,30,Female,United Kingdom,,United Kingdom,,Executive Leadership,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,1,,0,,1-25%,1,Some did,I was aware of some,Some did,Some did,"1, always",Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,Maybe,"It depends on the issue?€?if it affected my job, I would hope to feel comfortable bringing it up.",Maybe,"Same answer. But it would feel more raw and vulnerable. Having been self-employed 0w, I'd be a lot more selective about where I choose to interview, and opt myself out of places that wouldn't be empathetic and understanding.",,,4,"1, I experienced",N/A,1,,0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,4,31,Female,United States of America,Minnesota,United States of America,Minnesota,One-person shop|Designer|Sales|Support|Supervisor/Team Lead,Always
0,6-25,1,,1,1,1,1,1,3,0,0,,0,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,Maybe,If it is going to be something that Im dealing with at the time or something that is 0ticeable then 1. I feel that most employers would be more accepting of a physical health issue than a mental health issue. ,0,I am currently an opiate addict and will be for as long as I live. I have 0t used in 3 years. It still messes with me to this day. I do 0t think I would ever be comfortable sharing that with an employer. Its 0t documented anywhere that I am an addict so there would be 0 reason to share such a thing to an employer. Most people do 0t realize that I have something wrong with my brain chemistry 0t that I am a terrible person or want to be this way. I do great work and I have had my current job for 6 years. But I feel like if I told any employer that I would be discriminated against or eventually let go.,1,1,4,"1, I observed",1,0,1,1,Substance Use Disorder|Addictive Disorder,,0,,1,0,3,25,Male,United States of America,Oklahoma,United States of America,Oklahoma,One-person shop,Never
1,0,0,,,,,,,,,,,,,,0,1,0,,0,,1-25%,1,"1, they all did",I was aware of some,0ne did,0ne did,0,Some of them,Some of them,"1, at all of my previous employers",Some of my previous employers,0ne did,Some of them,Maybe,Don't want to be viewed differently or like I need special treatment.,0,Don't want to give someone even just one reason 0t to hire me. Getting a job is hard e0ugh.,1,,4,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Addictive Disorder",0,,1,1,4,25,Female,United States of America,Ohio,United States of America,Ohio,One-person shop|Designer,Always
1,0,0,,,,,,,,,,,,,,1,1,0,,1,1,26-50%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,,Some of them,"0, at 0ne of my previous employers",,0ne did,Some of them,Maybe,I would be afraid of being excluded from consideration due to my occasional back problems. I would only bring it up if it directly impacted the job,0,"So while this could definitely directly impact my ability to do the job, I would be really afraid to mention it to interviewers. I'm sure there are situations where i might mention it, but in the abstract, I wouldn't bring it up (my mental image of interviewers is kinda veering toward matrix looking fellas in suits)",,,2,"1, I experienced",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (A0rexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (A0rexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,1,4,30,Female,Netherlands,,Netherlands,,Other|Dev Evangelist/Advocate,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,1,0,26-50%,1,"1, they all did",I was aware of some,0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,"1, all of them",Maybe,If it were to impact my day-to-day job I would bring it up in the discussion. Otherwise I would wait to see how the environment of the company was about accepting less than perfect.,0,"It's instantly seen as a weakness, and then also an issue with your own mental state to discuss that weakness.",1,1,4,"1, I observed",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,3,37,Female,United States of America,Connecticut,United States of America,Connecticut,Supervisor/Team Lead|Support|One-person shop|Designer|Front-end Developer|Sales,Always
0,100-500,1,,1,0,0,,,1,,0,0,,,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,Some did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,,They might 0t be willing to give me a shot. That's how I feel.,0,"In my experience, many people see mental health as a lesser issue than physical health, and one that can fixed if they ""man up"" or grow up. I worry that mentioning a chronic mental health issue would be viewed as a detriment and a weakness to my work.",1,1,4,/0t sure,0,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,33,Male,United States of America,New Hampshire,United States of America,New Hampshire,Support,Sometimes
0,6-25,1,,,0,,,,1,0,0,1,1,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,0ne of them,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,1,It would become obvious later if it didn't come up during the interview.,Maybe,Seems more private than a physical issue.,,0,4,Maybe/0t sure,0,0,0,0,,,0,,0,,,36,Male,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer|Front-end Developer|Designer,Sometimes
0,100-500,1,,,0,0,0,,2,,0,1,,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,Some did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,Some physical issues can be private too.,0,That would be job suicide.,,0,5,N/A,,0,,0,,,0,,0,,,34,Male,Canada,,Canada,,Front-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,1,1,1,1-25%,1,Some did,"0, I only became aware later",0ne did,0ne did,,,Some of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,"1, all of them",Maybe,"AT least at the places I have worked - IT in banking..it was a very macho hardass culture across the board. In 0nprofit spots - the budgets were so tight everyone complained all the time and had it hard...0t as hard as me with untreated ADHD, depression and anxiety...but hard. It should have come up in all previous workplaces but I never feel safe bringing it up. I freelance 0w so I can deal with structuring my own work hours etc...but, I am really really struggling both due to isolation and just...freelancing is a real grind. If I didn't have Obamacare I would be completely screwed. AS it is I am only semi screwed. ALSO  - what I wish you would ask in this survey is about caretaking. 
I am female in IT..and disabled. I take care of my elderly mother and my developmentally disabled brother. 
What NEVER gets discussed is who does the caretaking in families when someone breaks down or is unable to work...it's women, sisters, daughters, mothers... So PLEASE work caretaking survey questions into your surveys.

I can't just say it's about me...I'm under water because 0 one is helping with my brother or mother..least of all my father who died penniless after years on wall street making millions. He was ADHD too...and alcoholic and depressed...but, he was a ""master of the universe"" type doing IPOs for tech companies...and a ""liberatarian""... 

So yeah - please get more intersectional in how you survey this landscape. I'm screwed 0T just because of my disabilities...but my gender as well.

Sooo - this survey should have a ""Did we miss anything"" open question at the end. Two things. One - My ADHD is an asset when treated and understood...Also - When I finally got coverage at work 20 years ago...I was put on a med which I had a very bad reaction to - at work. Getting treated (after decades) ended up cratering my worklife for ten years or so. Wrong meds *really* messed me up - along with wrong DX. I couldn't be open about it. And then had a serious breakdown at work...and was fired immediately. 0 mercy. 0 understanding - I told them what was going on and I was gone. Because I wasn't well.. I couldn't defend myself. I became homeless for a while. I'm OK 0w...but it was a *mess* caused BY getting poor medical treatment for pretty run of the mill depression...I was in Silicon Valley at the time and over 30 and female. There was 0 space for me to be anything less that 120% perfect as I was one of very few women working in SV at the time.",0, I don't want to poison the well... people are prejudiced and in denial about their own issues and vulnerabilities I find...I wish I felt differently...,1,1,2,"1, I experienced",Maybe,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,53,Female,United States of America,Oregon,United States of America,Oregon,Other|Front-end Developer|Designer|One-person shop,Always
1,0,0,,,,,,,,,,,,,,1,1,1,,1,1,51-75%,1,Some did,N/A (0t currently aware),0ne did,0ne did,,"1, all of them","1, all of them",Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,I probably wouldn't get the job if I mentioned my physical issues.,0,"I lost a job because of my mental health issues, it would look bad.",1,1,3,"1, I experienced",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (A0rexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Stress Response Syndromes|Dissociative Disorder|Addictive Disorder",,1,"Addictive Disorder|Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (A0rexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Dissociative Disorder",1,3,4,24,Female,United States of America,Washington,United States of America,Washington,Designer,Sometimes
0,6-25,1,,,0,0,,,1,0,0,,1,,0,,,,,,,,1,,N/A (0t currently aware),,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,I feel like it would effect my chances of getting a job. It's also 0ne of their business unless it effects my performance.,0,I feel like it would effect my chances of getting a job. It's also 0ne of their business unless it effects my performance.,,1,1,0,,1,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,3,31,Male,United States of America,Maine,United States of America,Maine,Back-end Developer,Never
1,0,0,,,,,,,,,,,,,,0,1,0,,1,,26-50%,1,"0, 0ne did",N/A (0t currently aware),Some did,Some did,,"1, all of them",Some of them,Some of my previous employers,"0, at 0ne of my previous employers",Some did,0ne of them,1,"If my physical health affects productivity or accessibility, it will be important to discuss this with potential employer.",0,"I feel that mental health issues are still viewed as ""taboo"" and most employers / interviews may 0t be able to respond to these issues. Talking about it will simply make the interview awkward - and negatively affect my chance to get the job.",1,1,4,"1, I experienced",N/A,0,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",,0,,1,,4,29,Female,Taiwan,,United States of America,Washington,Front-end Developer,Always
0,More than 1000,0,1,,0,0,0,,5,1,0,0,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,"1, all of them",0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,Maybe,I've seen people with physical health issues previously accommodated for,0,To avoid the stigma that it brings.,1,1,1,"1, I observed",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,,,28,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Never
1,0,0,,,,,,,,,,,,,,1,1,0,1,0,1,76-100%,0,,,,,,,,,,,,0,,0,bad idea ,1,1,2,"1, I observed",1,,1,1,"Personality Disorder (Borderline, Antisocial, Para0id, etc)|Attention Deficit Hyperactivity Disorder",,1,"Personality Disorder (Borderline, Antisocial, Para0id, etc)|Attention Deficit Hyperactivity Disorder",1,4,4,25,Female,United States of America,Washington,United States of America,Washington,One-person shop,Always
0,100-500,1,,,0,0,,,5,1,,,,0,1,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,0,,0,,,,2,"1, I observed",1,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,1,37,Male,United States of America,Florida,United States of America,Florida,DevOps/SysAdmin|Back-end Developer,Always
0,More than 1000,1,,0,0,0,0,,,0,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,"1, always",,0ne of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,,Privacy ,0,Medical privacy ,1,1,4,0,,0,0,,,Attention Deficit Hyperactivity Disorder,0,,0,0,0,39,Male,United States of America,Texas,United States of America,Texas,Back-end Developer|Front-end Developer,Always
1,0,0,,,,,,,,,,,,,,1,0,0,,0,,1-25%,1,"1, they all did",N/A (0t currently aware),0ne did,0ne did,,"1, all of them",Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,1,It affects my work ,0,"I'm already a mi0rity in tech, definitely wouldn't get the job if also sick ",1,1,3,Maybe/0t sure,1,1,1,0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,35,Female,United Kingdom,,United Kingdom,,One-person shop|Back-end Developer|Supervisor/Team Lead,Always
0,More than 1000,0,1,1,1,0,1,0,1,1,0,0,0,0,0,,,,,,,,1,Some did,I was aware of some,Some did,0ne did,0,"1, all of them",0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,Id be afraid discussing any health issue at an interview would be used against me.,0,That's private information asked 0ne of their business.,1,1,2,"1, I observed",1,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,1,4,39,Male,United States of America,Maryland,United States of America,Maryland,Supervisor/Team Lead|Back-end Developer,Sometimes
0,26-100,1,,,0,0,,,4,,,0,0,0,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,"I've actually had to do this for an employer who required a drug test (I was on a prescription from a doctor for a medical condition and would have tested positive for steroids), so I disclosed up front so there weren't any surprises. In general, however, I wouldn't disclose unless it was necessary.",Maybe,"This would be more difficult because I think people do 0t understand and are more biased against mental health issues than physical ones, and I'd be concerned they'd find a0ther pretext for 0t hiring me.",,,2,"1, I observed",1,1,1,0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",1,3,3,46,Male,United States of America,Virginia,United States of America,District of Columbia,Support|Back-end Developer|Front-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,51-75%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,0,"1, all of them",0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,1,Because its apparent and more accepted than a mental issue ,0,"Fear they would think I was unstable, a risk, or 0t all there.",1,1,2,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Post-traumatic Stress Disorder|Dissociative Disorder|Substance Use Disorder|Addictive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Post-traumatic Stress Disorder|Substance Use Disorder",1,3,4,30,Female,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin|Support|Sales|Front-end Developer|Designer|One-person shop,Always
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,,1,"1, they all did",I was aware of some,Some did,Some did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,I believe my health information is my personal business,0,"As previously stated, my health information is personal ",,,4,Maybe/0t sure,N/A,1,0,0,,,0,,1,,,34,Female,United States of America,New York,United States of America,New York,Other,Sometimes
1,0,0,,,,,,,,,,,,,,0,0,0,,0,,26-50%,0,,,,,,,,,,,,Maybe,,0,,1,1,3,0,,,,,,"Dissociative Disorder|Stress Response Syndromes|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,0,3,4,42,Other,United Kingdom,,United States of America,California,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
1,0,0,,,,,,,,,,,,,,0,1,0,,0,0,26-50%,0,,,,,,,,,,,,Maybe,"bringing it up would be a bad option, places me in a position where I'm less likely to get the job.",0,"It's... just 0t done. You're advised against it in college: you're told ""don't bring up anything that might be negative in an interview.""",1,1,4,"1, I observed",1,1,,,,"Attention Deficit Hyperactivity Disorder|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,1,3,4,24,Other,United States of America,New Mexico,United States of America,New Mexico,DevOps/SysAdmin,Sometimes
0,500-1000,0,1,,0,0,1,1,3,0,0,1,1,,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,Idk,Maybe,Idk,1,,4,Maybe/0t sure,0,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",0,,1,,,29,Male,United States of America,Illi0is,United States of America,Illi0is,Back-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,1,1,1,1-25%,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,Maybe,It depends how obvious it is (visually) and how it would affect my work,0,Because it is 0t visible and an employer would look on it negatively. ,1,,5,"1, I experienced",Maybe,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,4,25,Male,United Kingdom,,United Kingdom,,One-person shop|Front-end Developer|Back-end Developer|Support|Other,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,1,0,51-75%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,,0,,1,0,4,"1, I experienced",0,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",,0,,1,3,4,28,Male,Lithuania,,Lithuania,,DevOps/SysAdmin|Back-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,,0,,,,,,,,,,,,0,He could choose to 0t hire me because of that ,0,,0,1,4,Maybe/0t sure,1,,1,1,"Personality Disorder (Borderline, Antisocial, Para0id, etc)",,0,,0,,,19,Male,France,,France,,Back-end Developer,Never
1,0,0,,,,,,,,,,,,,,0,1,0,,0,,51-75%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,Only if it was very relevent would I share such information.  Otherwise 0 reason to give black marks to myself.,0,I can0t see how sharing this information would benefit me.,1,1,4,Maybe/0t sure,N/A,0,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,4,4,31,Male,United States of America,Indiana,United States of America,Indiana,One-person shop|Front-end Developer|Back-end Developer,Always
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,76-100%,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,Maybe,,0,,,,4,N/A,,0,1,1,PDD-0S,,1,PDD-0S,1,,,30,Male,Netherlands,,Netherlands,,One-person shop|Back-end Developer|DevOps/SysAdmin,Sometimes
